ThaiName,EnglishName,Type
โรงเรียนอนุบาลโสธิญา,,"organization, place"
โรงเรียนอนุบาลโสมนัส,,"organization, place"
โรงเรียนอนุบาลหงษ์ทอง,,"organization, place"
โรงเรียนอนุบาลหทัยชนก,,"organization, place"
โรงเรียนอนุบาลหทัยนิรมล,,"organization, place"
โรงเรียนอนุบาลหทัยสยาม,,"organization, place"
โรงเรียนอนุบาลหนองบัวแดง,,"organization, place"
โรงเรียนอนุบาลหนองบัวลำภูคริสเตียน,,"organization, place"
โรงเรียนอนุบาลหนูน้อย,,"organization, place"
โรงเรียนอนุบาลหมีน้อย,,"organization, place"
โรงเรียนอนุบาลหมู่บ้านเด็กสานรัก,,"organization, place"
โรงเรียนอนุบาลหฤทัยวิทยา,,"organization, place"
โรงเรียนอนุบาลหลวงภักดี,,"organization, place"
โรงเรียนอนุบาลหลานย่าโม,,"organization, place"
โรงเรียนอนุบาลหลานรัก,,"organization, place"
โรงเรียนอนุบาลหัวหมาก,,"organization, place"
โรงเรียนอนุบาลหัสดิน,,"organization, place"
โรงเรียนอนุบาลหัสดี,,"organization, place"
โรงเรียนอนุบาลแห่งมหาวิทยาลัยธรรมศาสตร์,,"organization, place"
โรงเรียนอนุบาลแหลมขาม,,"organization, place"
โรงเรียนอนุบาลใหม่ปัญญานุสรณ์ค้อวัง,,"organization, place"
โรงเรียนอนุบาลอธิฎฐาน,,"organization, place"
โรงเรียนอนุบาลอนงค์นาฏ,,"organization, place"
โรงเรียนอนุบาลอนงค์เวท,,"organization, place"
โรงเรียนอนุบาลอนันต,,"organization, place"
โรงเรียนอนุบาลอนันตศานติศึกษา,,"organization, place"
โรงเรียนอนุบาลอนุบัณฑิต,,"organization, place"
โรงเรียนอนุบาลอภิรดี,,"organization, place"
โรงเรียนอนุบาลอภิรักษ์ชัยพฤกษ์,,"organization, place"
โรงเรียนอนุบาลอภิรัตน์,,"organization, place"
โรงเรียนอนุบาลอภิสรา,,"organization, place"
โรงเรียนอนุบาลอภิสิทธิปัญญา,,"organization, place"
โรงเรียนอนุบาลอมรรัตน์,,"organization, place"
โรงเรียนอนุบาลอมรรัตน์,,"organization, place"
โรงเรียนอนุบาลอมรศิริ,,"organization, place"
โรงเรียนอนุบาลอยู่วิทยา,,"organization, place"
โรงเรียนอนุบาลอยู่วิทยาเชียงใหม่,,"organization, place"
โรงเรียนอนุบาลอรณิชชา,,"organization, place"
โรงเรียนอนุบาลอรพัฒน์,,"organization, place"
โรงเรียนอนุบาลอรรถเวทิน,,"organization, place"
โรงเรียนอนุบาลอรวรรณ,,"organization, place"
โรงเรียนอนุบาลอรอนงค์,,"organization, place"
โรงเรียนอนุบาลอรุณรัตน์,,"organization, place"
โรงเรียนอนุบาลอรุณโรจน์,,"organization, place"
โรงเรียนอนุบาลอักษรธรรม,,"organization, place"
โรงเรียนอนุบาลอังสนา,,"organization, place"
โรงเรียนอนุบาลอังสนา,,"organization, place"
โรงเรียนอนุบาลอัจฉรา,,"organization, place"
โรงเรียนอนุบาลอัจฉริยาคริสเตียน,,"organization, place"
โรงเรียนอนุบาลอัญชลี,,"organization, place"
โรงเรียนอนุบาลอัญมณี,,"organization, place"
โรงเรียนอนุบาลอันวิดา,,"organization, place"
โรงเรียนอนุบาลอัมพรบัวขาว,,"organization, place"
โรงเรียนอนุบาลอัมพรพรรณ,,"organization, place"
โรงเรียนอนุบาลอัมพรรัตน์,,"organization, place"
โรงเรียนอนุบาลอัลบานีย์,,"organization, place"
โรงเรียนอนุบาลอัสสรัตน์,,"organization, place"
โรงเรียนอนุบาลอาเซียนวิเทศศาสตร์,,"organization, place"
โรงเรียนอนุบาลอาภาพัชร,,"organization, place"
โรงเรียนอนุบาลอาภาภิรมย์,,"organization, place"
โรงเรียนอนุบาลอารีย์พัฒน์,,"organization, place"
โรงเรียนอนุบาลอารีวิทย์,,"organization, place"
โรงเรียนอนุบาลอำนวยพร,,"organization, place"
โรงเรียนอนุบาลอำนวยสุข,,"organization, place"
โรงเรียนอนุบาลอำพร,,"organization, place"
โรงเรียนอนุบาลอำไพ,,"organization, place"
โรงเรียนอนุบาลอินทร,,"organization, place"
โรงเรียนอนุบาลอินทร์-โฮม,,"organization, place"
โรงเรียนอนุบาลอินทรา,,"organization, place"
โรงเรียนอนุบาลอินทรารักษ์,,"organization, place"
โรงเรียนอนุบาลอินทิรา,,"organization, place"
โรงเรียนอนุบาลอินทิราบ้านเด็ก,,"organization, place"
โรงเรียนอนุบาลอินนัดดา,,"organization, place"
โรงเรียนอนุบาลอิ่มเอม,,"organization, place"
โรงเรียนอนุบาลอิศรานล,,"organization, place"
โรงเรียนอนุบาลอิสลามสงขลา,,"organization, place"
โรงเรียนอนุบาลอุดมธรรมรส,,"organization, place"
โรงเรียนอนุบาลอุดมพร,,"organization, place"
โรงเรียนอนุบาลอุดมพันธ์,,"organization, place"
โรงเรียนอนุบาลอุดมวิทย์,,"organization, place"
โรงเรียนอนุบาลอุดมสุข,,"organization, place"
โรงเรียนอนุบาลอุทัยทิพย์,,"organization, place"
โรงเรียนอนุบาลอุทิศวิทยา,,"organization, place"
โรงเรียนอนุบาลอุทิศศึกษา,,"organization, place"
โรงเรียนอนุบาลอุ่นจิต,,"organization, place"
โรงเรียนอนุบาลอุ่นใจ,,"organization, place"
โรงเรียนอนุบาลอุ่นรัก,,"organization, place"
โรงเรียนอนุบาลอุ่นรักเกาะสมุย,,"organization, place"
โรงเรียนอนุบาลอุ่นไอรักเลิศวัฒนา,,"organization, place"
โรงเรียนอนุบาลอุบลลักษณ์,,"organization, place"
โรงเรียนอนุบาลอุปบุตร,,"organization, place"
โรงเรียนอนุบาลอุมาร์ศิริ,,"organization, place"
โรงเรียนอนุบาลเอกกุมาร,,"organization, place"
โรงเรียนอนุบาลเอกมล,,"organization, place"
โรงเรียนอนุบาลเอกศึกษา,,"organization, place"
โรงเรียนอนุบาลเอี่ยมสุข,,"organization, place"
โรงเรียนอนุบาลเอื้อเพชร,,"organization, place"
โรงเรียนอนุบาลเอื้ออังกูร,,"organization, place"
โรงเรียนอนุบาลโอบอ้อม,,"organization, place"
โรงเรียนอนุบาลโอฬาร,,"organization, place"
โรงเรียนอนุบาลไอ พี ซี อินเตอร์เนชั่นแนล,,"organization, place"
โรงเรียนอนุบาลไอรฎา,,"organization, place"
โรงเรียนอนุพงศ์พัชรินทร์,,"organization, place"
โรงเรียนอนุรักษ์อิสลาม,,"organization, place"
โรงเรียนอนุศาสน์วิทยา,,"organization, place"
โรงเรียนอนุศาสน์สวรรค์,,"organization, place"
โรงเรียนอนุศิษย์วิทยา 3,,"organization, place"
โรงเรียนอนุศิษย์วิทยา 4,,"organization, place"
โรงเรียนอนุสรณ์เตรียมปัญญา,,"organization, place"
โรงเรียนอนุสรณ์พรสวัสดิ์,,"organization, place"
โรงเรียนอนุสรณ์ศุภมาศ,,"organization, place"
โรงเรียนอนุสาส์นวิทยา,,"organization, place"
โรงเรียนอนุสาสน์วิทยาสมุทรปราการ,,"organization, place"
โรงเรียนอเนกวิทยา,,"organization, place"
โรงเรียนอภิจิตอนุสรณ์,,"organization, place"
โรงเรียนอภิบาลกุลบุตร,,"organization, place"
โรงเรียนอมตวิทยา,,"organization, place"
โรงเรียนอมรศิลป์,,"organization, place"
โรงเรียนอมราวิทยาภูมิ,,"organization, place"
โรงเรียนอมาตยกุล,,"organization, place"
โรงเรียนอยู่เป็นสุขอนุสรณ์ ,,"organization, place"
โรงเรียนอยู่เย็นวิทยา,,"organization, place"
โรงเรียนอรจันทร์วิทยา,,"organization, place"
โรงเรียนอรพินพิทยา,,"organization, place"
โรงเรียนอรรถญาสาธิต,,"organization, place"
โรงเรียนอรรถมิตร,,"organization, place"
โรงเรียนอรรถวิทย์,,"organization, place"
โรงเรียนอรวินวิทยา,,"organization, place"
โรงเรียนอริยวิจิตรบัณฑิตย์,,"organization, place"
โรงเรียนอรุณฉายวิเทศศึกษา,,"organization, place"
โรงเรียนอรุณประดิษฐ์,,"organization, place"
โรงเรียนอรุณโรจน์ศึกษา,,"organization, place"
โรงเรียนอรุณวิทยา,,"organization, place"
โรงเรียนอรุณศาสน์วิทยา,,"organization, place"
โรงเรียนอรุณศาสน์วิทยามูลนิธิ,,"organization, place"
โรงเรียนอรุณศาสน์ศึกษา,,"organization, place"
โรงเรียนอรุณอิสลามวิทยา,,"organization, place"
โรงเรียนอรุโณทัย,,"organization, place"
โรงเรียนอโศกวิทย์อ่อนนุช,,"organization, place"
โรงเรียนอโศกวิทย์อ่อนนุช แผนกอนุบาล,,"organization, place"
โรงเรียนออเงิน (อ่อน - เหม อนุสรณ์) ,,"organization, place"
โรงเรียนอ้อมอารีพิทยา,,"organization, place"
โรงเรียนอะเดร์รอซะอิสลามียะห์,,"organization, place"
โรงเรียนอะมาดิยะห์ มูลนิธิ,,"organization, place"
โรงเรียนอะห์มาดีวิทยามูลนิธิ,,"organization, place"
โรงเรียนอักษรเจริญ,,"organization, place"
โรงเรียนอักษรเทพประสิทธิ์,,"organization, place"
โรงเรียนอักษรประสิทธิ์,,"organization, place"
โรงเรียนอักษรพัทยา,,"organization, place"
โรงเรียนอักษรวิทย์,,"organization, place"
โรงเรียนอักษรศิริ,,"organization, place"
โรงเรียนอักษรศิลป์,,"organization, place"
โรงเรียนอักษรศึกษา,,"organization, place"
โรงเรียนอักษรานานาชาติ,,"organization, place"
โรงเรียนอัครศาสน์วิทยา,,"organization, place"
โรงเรียนอัชฌากีรีน,,"organization, place"
โรงเรียนอัซซูลามียะห์ตูดีนียะห์,,"organization, place"
โรงเรียนอัดดีนียาตุลอิสลามียะห์,,"organization, place"
โรงเรียนอัตตัรกียะห์อิสลามียะห์,,"organization, place"
โรงเรียนอัตตัรบียะฮ์อิสลามียะฮ์,,"organization, place"
โรงเรียนอัตตาภิวัฒน์,,"organization, place"
โรงเรียนอัตเตาฟีกียะห์อิสลามียะห์,,"organization, place"
โรงเรียนอันซอรียะห์วิทยา,,"organization, place"
โรงเรียนอันซอเรียะห์ อัดดีนียะห์,,"organization, place"
โรงเรียนอันดา,,"organization, place"
โรงเรียนอันนาลัย,,"organization, place"
โรงเรียนอันวารุ้ลอิสลาม,,"organization, place"
โรงเรียนอัมพรไพศาล,,"organization, place"
โรงเรียนอัมพวันวิทยา,,"organization, place"
โรงเรียนอัมพวันศึกษา,,"organization, place"
โรงเรียนอัยยสิริ,,"organization, place"
โรงเรียนอัรรอยยานพิทยานุสรณ์,,"organization, place"
โรงเรียนอัล-กุรอาน และภาษากาลามุลลอฮ,,"organization, place"
โรงเรียนอัลกุรรออ์วิทยา (ประเวศ),,"organization, place"
โรงเรียนอัลฟัลลาห์ อัลอิสลามี,,"organization, place"
โรงเรียนอัลฟุรกอนวิทยา,,"organization, place"
โรงเรียนอัลมัสโฮร์,,"organization, place"
โรงเรียนอัลมูตาวัสษิเต๊าะห์,,"organization, place"
โรงเรียนอัลมูวาห์ฮิดีน,,"organization, place"
โรงเรียนอัลยามีอะห์อัลอิสลามียะห์,,"organization, place"
โรงเรียนอัลเราะห์มานอนุสรณ์,,"organization, place"
โรงเรียนอัลอิสลามียะห์,,"organization, place"
โรงเรียนอัลอิสลามียะห์วิทยามูลนิธิ,,"organization, place"
โรงเรียนอัลอีย๊ะวิทยา,,"organization, place"
โรงเรียนอัลฮุสนียะห์อิสลามวิทยา,,"organization, place"
โรงเรียนอัสสัมชัญ,,"organization, place"
โรงเรียนอัสสัมชัญคอนแวนต์,,"organization, place"
โรงเรียนอัสสัมชัญคอนแวนต์ ลพบุรี,,"organization, place"
โรงเรียนอัสสัมชัญคอนแวนต์ สีลม,,"organization, place"
โรงเรียนอัสสัมชัญคอนแวนต์ลำนารายณ์,,"organization, place"
โรงเรียนอัสสัมชัญธนบุรี,,"organization, place"
โรงเรียนอัสสัมชัญนครราชสีมา,,"organization, place"
โรงเรียนอัสสัมชัญระยอง,,"organization, place"
โรงเรียนอัสสัมชัญลำปาง,,"organization, place"
โรงเรียนอัสสัมชัญศรีราชา,,"organization, place"
โรงเรียนอัสสัมชัญศึกษา,,"organization, place"
โรงเรียนอัสสัมชัญสมุทรปราการ,,"organization, place"
โรงเรียนอัสสัมชัญหลักสูตรภาษาอังกฤษ,,"organization, place"
โรงเรียนอัสสัมชัญอุบลราชธานี,,"organization, place"
โรงเรียนอัสสาอาดะห์,,"organization, place"
โรงเรียนอาเซียนศึกษา,,"organization, place"
โรงเรียนอาทรศึกษา,,"organization, place"
โรงเรียนอานันท์วิทยา,,"organization, place"
โรงเรียนอามานะวิทยา,,"organization, place"
โรงเรียนอามานะวิทยานุสรณ์,,"organization, place"
โรงเรียนอามานะศักดิ์,,"organization, place"
โรงเรียนอามาน๊ะห์ศึกษา,,"organization, place"
โรงเรียนอ้ามานะห์ศึกษาศาสน์,,"organization, place"
โรงเรียนอามีนียะฮ์อิสลามียะห์,,"organization, place"
โรงเรียนอาร์ ซี อินเตออร์เนชั่นแนล สคูล,,"organization, place"
โรงเรียนอาร์บิสรัศมีนานาชาติ,,"organization, place"
โรงเรียนอารยธรรมศาสน์,,"organization, place"
โรงเรียนอารีย์วัฒนา,,"organization, place"
โรงเรียนอารียาวิทย์,,"organization, place"
โรงเรียนอารียาศึกษา,,"organization, place"
โรงเรียนอารีสวัสดิ์,,"organization, place"
โรงเรียนอาลาวียะห์วิทยา,,"organization, place"
โรงเรียนอาเวมารีอา,,"organization, place"
โรงเรียนอาเวมารีอาอำนาจเจริญ,,"organization, place"
โรงเรียนอาษาวิทยา,,"organization, place"
โรงเรียนอาสาสุลดินวิทยา,,"organization, place"
โรงเรียนอำนวยกนกศิริอนุสรณ์ ,,"organization, place"
โรงเรียนอำนวยพิทยา,,"organization, place"
โรงเรียนอำนวยวิทย์,,"organization, place"
โรงเรียนอำนวยวิทย์,,"organization, place"
โรงเรียนอำนวยวิทย์,,"organization, place"
โรงเรียนอำนวยวิทย์กาญจนบุรี,,"organization, place"
โรงเรียนอำนวยวิทย์นครปฐม,,"organization, place"
โรงเรียนอำนวยวิทย์พัฒน์,,"organization, place"
โรงเรียนอำนวยเวทย์,,"organization, place"
โรงเรียนอำนวยศิลป์,,"organization, place"
โรงเรียนอำนวยศิลป์ธนบุรี,,"organization, place"
โรงเรียนอำนวยศิษย์ศึกษา,,"organization, place"
โรงเรียนอำนวยศึกษา,,"organization, place"
โรงเรียนอำไพพิทยา,,"organization, place"
โรงเรียนอำมาตย์พิทยานุสรณ์,,"organization, place"
โรงเรียนอิกเราะสามัญศึกษา,,"organization, place"
โรงเรียนอิ๊กเราะห์เลิศปัญญา,,"organization, place"
โรงเรียนอิตีซอมวิทยา,,"organization, place"
โรงเรียนอินเตอร์ทอทส์ ไตรลิงกวล,,"organization, place"
โรงเรียนอินเตอร์เนชั่นแนลเกวลี,,"organization, place"
โรงเรียนอินเตอร์เนชั่นแนลเกวลี (หทัยราษฎร์),,"organization, place"
โรงเรียนอินทโมลีประทาน,,"organization, place"
โรงเรียนอินทรวิทยา,,"organization, place"
โรงเรียนอินทรศึกษา,,"organization, place"
โรงเรียนอินทารามวิทยา,,"organization, place"
โรงเรียนอินทุภูติพิทยา,,"organization, place"
โรงเรียนอินทุสุตศึกษา,,"organization, place"
โรงเรียนอิบตีดาวิทยา,,"organization, place"
โรงเรียนอิมพีเรียลพิจิตรสองภาษา,,"organization, place"
โรงเรียนอิมมานูเอลเชียงกลาง,,"organization, place"
โรงเรียนอิรชาร์ดศาสนวิทยา,,"organization, place"
โรงเรียนอิรซาดุลอิสลามีย๊ะห์,,"organization, place"
โรงเรียนอิศรานุสรณ์,,"organization, place"
โรงเรียนอิสมาอีลียะห์มูลนิธิ,,"organization, place"
โรงเรียนอิสลามดำรงธรรม,,"organization, place"
โรงเรียนอิสลามนิติวิทย์,,"organization, place"
โรงเรียนอิสลามบาเจาะวิทยา,,"organization, place"
โรงเรียนอิสลามบำรุงศาสน์วิทยา,,"organization, place"
โรงเรียนอิสลามบูรณะโต๊ะนอ,,"organization, place"
โรงเรียนอิสลามบูรพา,,"organization, place"
โรงเรียนอิสลามประชาสงเคราะห์,,"organization, place"
โรงเรียนอิสลามประสานวิทย์,,"organization, place"
โรงเรียนอิสลามพัฒนปัญญา,,"organization, place"
โรงเรียนอิสลามพัฒนา,,"organization, place"
โรงเรียนอิสลามลำไทร ,,"organization, place"
โรงเรียนอิสลามวิทยา,,"organization, place"
โรงเรียนอิสลามวิทยาทาน,,"organization, place"
โรงเรียนอิสลามวิทยานุเคราะห์,,"organization, place"
โรงเรียนอิสลามวิทยานุสรณ์,,"organization, place"
โรงเรียนอิสลามวิทยาบึงน้ำรักษ์,,"organization, place"
โรงเรียนอิสลามวิทยามูลนิธิ,,"organization, place"
โรงเรียนอิสลามศรีอยุธยามูลนิธิ,,"organization, place"
โรงเรียนอิสลามศาสตร์ มูลนิธิ,,"organization, place"
โรงเรียนอิสลามศาสนธรรมวิทยา,,"organization, place"
โรงเรียนอิสลามศาสน์วิทยา,,"organization, place"
โรงเรียนอิสลามศึกษา,,"organization, place"
โรงเรียนอิสลามศึกษาดารุ้ลบิร,,"organization, place"
โรงเรียนอิสลามสมุทรปราการ (มะซออนุสรณ์),,"organization, place"
โรงเรียนอิสลามสวนสันติ,,"organization, place"
โรงเรียนอิสลามสันติชน,,"organization, place"
โรงเรียนอิสลามสันติชนลำลูกกา,,"organization, place"
โรงเรียนอิสลามสามัคคี,,"organization, place"
โรงเรียนอิสลามอนุศาสน์,,"organization, place"
โรงเรียนอิสลามอนุศาสน์วิทยา,,"organization, place"
โรงเรียนอิสลามิยะฮ์สหวิทยา มูลนิธิ,,"organization, place"
โรงเรียนอิสลาฮียะห์,,"organization, place"
โรงเรียนอิสลาฮุดดีนวิทยา,,"organization, place"
โรงเรียนอิสาณโกศลศึกษา,,"organization, place"
โรงเรียนอุดมจิตวิทยา,,"organization, place"
โรงเรียนอุดมทรัพย์,,"organization, place"
โรงเรียนอุดมปัญญาจารย์,,"organization, place"
โรงเรียนอุดมวิทยา,,"organization, place"
โรงเรียนอุดมวิทยา,,"organization, place"
โรงเรียนอุดมวิทยา,,"organization, place"
โรงเรียนอุดมวิทยานุกูล,,"organization, place"
โรงเรียนอุดมวิทยานุสรณ์,,"organization, place"
โรงเรียนอุดมศาสตร์พัฒนา,,"organization, place"
โรงเรียนอุดมศาสน์วิทยา,,"organization, place"
โรงเรียนอุดมศิลป์(โพธิลังการ์มูลนิธิ),,"organization, place"
โรงเรียนอุดมศึกษา,,"organization, place"
โรงเรียนอุดมศึกษา,,"organization, place"
โรงเรียนอุดมศึกษา,,"organization, place"
โรงเรียนอุดมศึกษา รังสิต,,"organization, place"
โรงเรียนอุดมสุขเจริญศึกษา,,"organization, place"
โรงเรียนอุดรคริสเตียนวิทยา,,"organization, place"
โรงเรียนอุดรคริสเตียนศึกษา,,"organization, place"
โรงเรียนอุดรมงคลวิทยา,,"organization, place"
โรงเรียนอุดรวิทยา,,"organization, place"
โรงเรียนอุตรดิตถ์คริสเตียน,,"organization, place"
โรงเรียนอุตสาหะวิทยา,,"organization, place"
โรงเรียนอุทยานศึกษากระบี่,,"organization, place"
โรงเรียนอุทัยธรรมนุวัตรวิทยา,,"organization, place"
โรงเรียนอุทัยวิทยา,,"organization, place"
โรงเรียนอุทัยวิทยาลัย,,"organization, place"
โรงเรียนอุทิศศึกษา,,"organization, place"
โรงเรียนอุทุมพรวิทยา,,"organization, place"
โรงเรียนอุ่นรัก 2 ภาษา,,"organization, place"
โรงเรียนอุ่นรักขอนแก่น,,"organization, place"
โรงเรียนอุ่นอารีวิทยา,,"organization, place"
โรงเรียนอุบลรัตน์,,"organization, place"
โรงเรียนอุบลวิทยา,,"organization, place"
โรงเรียนอุบลวิทยากร,,"organization, place"
โรงเรียนอุปถัมภ์วิทยาพนม,,"organization, place"
โรงเรียนอุปถัมภ์ศาสน์,,"organization, place"
โรงเรียนอุภัยภาดาวิทยาลัย,,"organization, place"
โรงเรียนอู่ทิพย์,,"organization, place"
โรงเรียนอูลูมุดดีน,,"organization, place"
โรงเรียนเอ.เจ.เนินมะปราง,,"organization, place"
โรงเรียนเอกชนการกุศลวัดสกุณปักษี,,"organization, place"
โรงเรียนเอกดรุณ,,"organization, place"
โรงเรียนเอกทวีวิทย์,,"organization, place"
โรงเรียนเอกบูรพา วิเทศศึกษา,,"organization, place"
โรงเรียนเอกปัญญา,,"organization, place"
โรงเรียนเอกภาพศาสน์วิชญ์,,"organization, place"
โรงเรียนเอกวิทยา,,"organization, place"
โรงเรียนเอกศึกษาขอนแก่น,,"organization, place"
โรงเรียนเอกอโยธยา,,"organization, place"
โรงเรียนเอิ้นวิทยานุสรณ์,,"organization, place"
โรงเรียนเอี่ยมไพศาล,,"organization, place"
โรงเรียนเอี่ยมอินทร,,"organization, place"
โรงเรียนเอื้อพรคริสเตียนมอนเตสซอรี่ ชุมพร,,"organization, place"
โรงเรียนเอื้อวิทยา,,"organization, place"
โรงเรียนเอื้อวิทยา,,"organization, place"
โรงเรียนเอื้อแววมณี,,"organization, place"
โรงเรียนเอื้ออังกูรวิทยา,,"organization, place"
โรงเรียนเอื้ออำพน,,"organization, place"
โรงเรียนแอ๊ดเวนตีสอุบล,,"organization, place"
โรงเรียนแอ๊ดเวนตีสเอกมัย,,"organization, place"
โรงเรียนแอนจูดี้,,"organization, place"
โรงเรียนฮกเฮง,,"organization, place"
โรงเรียนฮั่วเคี้ยว,,"organization, place"
โรงเรียนฮั้วเคี้ยวกงลิบไต้ฮึน,,"organization, place"
โรงเรียนฮั่วเคียวกงฮัก,,"organization, place"
โรงเรียนฮั่วเคี้ยววิทยาลัย,,"organization, place"
โรงเรียนฮั้วเฉียวกงฮัก อุบลฯ,,"organization, place"
โรงเรียนฮั้วเฉียวอุบลราชธานี 2,,"organization, place"
โรงเรียนฮั่วหนำมูลนิธิ,,"organization, place"
โรงเรียนฮาซานียะห์,,"organization, place"
โรงเรียนฮาริสลีนาวิทยานุสรณ์,,"organization, place"
โรงเรียนฮีดายาตุดดีนนาวงวิทยา,,"organization, place"
โรงเรียนเฮงฮั้ว,,"organization, place"
โรงเรียนโฮลี่เมรีอุดรธานี,,"organization, place"
โรงหีบ,Rong Hip,place
โรโซ,Roseau,place
โรดทาวน์,Road Town,place
โรม,Rome,place
โรมาเนีย,Romania,place
ไร่,Rai,place
ไร่เก่า,Rai Kao,place
ไร่ขิง,Rai Khing,place
ไร่ขี,Rai Khi,place
ไร่โคก,Rai Khok,place
ไร่ใต้,Rai Tai,place
ไร่น้อย,Rai Noi,place
ไร่พัฒนา,Rai Phatthana,place
ไร่มะขาม,Rai Makham,place
ไร่รถ,Rai Rot,place
ไร่ส้ม,Rai Som,place
ไร่สะท้อน,Rai Sathon,place
ไร่สีสุก,Rai Si Suk,place
ไร่หลักทอง,Rai Lak Thong,place
ไร่ใหม่,Rai Mai,place
ไร่ใหม่พัฒนา,Rai Mai Phatthana,place
ไร่อ้อย,Rai Oi,place
ลพบุรี,Lop Buri,place
ลภาราม 1 คลินิกเวชกรรม,,"organization, place"
ลภาราม 2 คลินิกเวชกรรม,,"organization, place"
ลมพิษ,,other
ลมศักดิ์,Lom Sak,place
ลมหายใจเหม็น (กลิ่นปาก),,other
ลวงเหนือ,Luang Nuea,place
ลอ,Lo,place
ลอง,Long,place
ลองเยียร์เบียน,Longyearbyen,place
ลอนดอน,London,place
ลอมคอม,Lom Khom,place
ล้อมแรด,Lom Raet,place
ละงู,La-ngu,place
ละงู,La-Ngu,place
ละทาย,Lathai,place
ละมอ,Lamo,place
ละแม,Lamae,place
ละแม,Lamae,place
ละลม,Lalom,place
ละลมใหม่พัฒนา,Lalom Mai Phatthana,place
ละลวด,Laluat,place
ละลาย,Lalai,place
ละเวี้ย,Lawia,place
ละหาน,Lahan,place
ละหานทราย,Lahan Sai,place
ละหานทราย,Lahan Sai,place
ละหานนา,Lahan Na,place
ละหานปลาค้าว,Lahan Pla Khao,place
ละหาร,Lahan,place
ละอาย,La-Ai,place
ละอุ่น,La-un,place
ละอุ่นใต้,La-Un Tai,place
ละอุ่นเหนือ,La-Un Nuea,place
ละเอาะ,La-O,place
ละแอ,La-Ae,place
ลักเซมเบิร์ก,Luxembourg,place
ลักปิดลักเปิด (โรคขาดวิตามินซี),,other
ลัทธิชอนโดเกียว,,other
ลัทธิชินโต,,other
ลัทธิเซียนเทียนเต้า,,other
ลัทธิบัวขาว,,other
ลัทธิบาบี,,other
ลัทธิอนุตตรธรรม,,other
ลับแล,Laplae,place
"ลัสปัลมัสเดกรันกานาเรีย,
ซานตากรุซเดเตเนรีเฟ","Las Palmas de Gran Canaria,
Santa Cruz de Tenerife",place
ลางา,La-Nga,place
ลาดกระทิง,Lat Krathing,place
ลาดกระบัง,Lat Krabang,place
ลาดกระบังคลินิกเวชกรรม,,"organization, place"
ลาดกระบังเมดิคลินิกเวชกรรม,,"organization, place"
ลาดกระบังเมดิคลินิกเวชกรรม สาขา 2,,"organization, place"
ลาดขวาง,Lat Khwang,place
ลาดควาย,Lat Khwai,place
ลาดค่าง,Lat Khang,place
ลาดแค,Lat Khae,place
ลาดงา,Lat Nga,place
ลาดชิด,Lat Chit,place
ลาดตะเคียน,Lat Takhian,place
ลาดทิพรส,Lat Thippharot,place
ลาดน้ำเค็ม,Lat Nam Khem,place
ลาดบัวขาว,Lat Bua Khao,place
ลาดบัวหลวง,Lat Bua Luang,place
ลาดบัวหลวง,Lat Bua Luang,place
ลาดปลาเค้าคลินิกเวชกรรม,,"organization, place"
ลาดพร้าว,Lat Phrao,place
ลาดพร้าวการแพทย์คลินิกเวชกรรม,,"organization, place"
ลาดพัฒนา,Lat Phatthana,place
ลาดโพธิ์,Lat Pho,place
ลาดยาว,Lat Yao,place
ลาดยาว,Lat Yao,place
ลาดสวาย,Lat Sawai,place
ลาดสาลี,Lat Sali,place
ลาดหญ้า,Lat Ya,place
ลาดหลุมแก้ว,Lat Lum Kaeo,place
ลาดหลุมแก้ว,Lat Lum Kaeo,place
ลาดใหญ่,Lat Yai,place
ล่าเตียง,,other
ลานกระบือ,Lan Krabue,place
ลานกระบือ,Lan Krabue,place
ลานข่อย,,place
ลานดอกไม้,Lan Dokmai,place
ลานดอกไม้ตก,Lan Dokmai Tok,place
ลานตากฟ้า,Lan Tak Fa,place
ลานบ่า,Lan Ba,place
ลานสกา,Lan Saka,place
ลานสกา,Lan Saka,place
ลานสะแก,Lan Sakae,place
ลานสัก,Lan Sak,place
ลานสัก,Lan Sak,place
ลานหอย,Lan Hoi,place
ลาบ,,other
ลาโละ,La Lo,place
ลำแก่น,Lam Kaen,place
ลำคลอง,Lam Khlong,place
ลำคอหงษ์,Lam Kho Hong,place
ลำชี,Non Sila Loeng,place
ลำดวน,Lamduan,place
ลำดวน,Lamduan,place
ลำตะเคียน,Lam Takhian,place
ลำตาเสา,Lam Ta Sao,place
ลำทะเมนชัย,Lamtaman Chai,place
ลำทับ,Lam Thap,place
ลำทับ,Lam Thap,place
ลำไทร,Lam Sai,place
ลำไทรโยง,Lam Sai Yong,place
ลำนางแก้ว,Lam Nang Kaeo,place
ลำนางรอง,Lam Nang Rong,place
ลำนารายณ์,Lam Narai,place
ลำประดา,Lam Prada,place
ลำปลายมาศ,Lam Plai Mat,place
ลำปลายมาศ,Lam Plai Mat,place
ลำปาง,Lampang,place
ลำปางหลวง,Lampang Luang,place
ลำปาว,Lampao,place
ลำปำ,Lam Pam,place
ลำผักกูด,Lam Phak Kut,place
ลำพญา,Lam Phaya,place
ลำพญากลาง,Lam Phaya Klang,place
ลำพยนต์,Lam Phayon,place
ลำพยา,Lam Phaya,place
ลำพะยา,Lam Phaya,place
ลำพาน,Lamphan,place
ลำพูน,Lamphun,place
